treatment,cluster,df,p.value,comparison,channel,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.6000694215087045,relative_to_all,12_YAP1,0.935616100530369,0.7410004245764061,1.1813454601892628,-0.09601140639554968,-0.43245372572453916,0.2404309129334398
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.6255085359803798,relative_to_all,12_YAP1,0.9398628898201873,0.7438145394539691,1.187584007580184,-0.08947778767603601,-0.42698514608625626,0.24802957073418433
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.5979046149457476,relative_to_all,12_YAP1,1.0645645518332554,0.8561217623708687,1.3237575948092761,0.09026343291481784,-0.22411209560213852,0.404638961431774
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.6379230195355006,relative_to_all,12_YAP1,0.9406113598771011,0.7401155751687867,1.1954210396505682,-0.0883293389838413,-0.43417751778998126,0.2575188398222985
Triptolide (2.5h) - Control,Nucleolus - all,5,0.08252655427704468,relative_to_all,12_YAP1,1.3051736394517526,1.0256937377439654,1.6608059174335692,0.38424175477327843,0.03660002042209905,0.7318834891244577
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.6761791741905178,relative_to_all,12_YAP1,0.9460549850940382,0.7402824990095003,1.2090249817047138,-0.08000405887322397,-0.43385217259746217,0.27384405485101443
Triptolide (2.5h) - Control,PML bodies - all,5,0.8351531880810199,relative_to_all,12_YAP1,0.9740023148693002,0.7696176514104144,1.2326646973756221,-0.038002893784579446,-0.3777862067588297,0.3017804191896708
Triptolide (2.5h) - Control,all,6,0.760553144629557,unnormalised,13_PABPN1,1.0141547619310909,0.9302445306857279,1.1056338921867606,0.020277827127840247,-0.10431809174622948,0.1448737460019101
Triptolide (2.5h) - Control,Cajal bodies,6,0.02155903823388027,unnormalised,13_PABPN1,0.8811870929638573,0.8131202430437531,0.9549518652978753,-0.18247973132088618,-0.2984593831580968,-0.06650007948367559
Triptolide (2.5h) - Control,Extra-nuclear,6,0.0030470955669245283,unnormalised,13_PABPN1,1.520312729865224,1.2805972319599725,1.8049006658031688,0.6043681180235044,0.35681679666123856,0.8519194393857704
Triptolide (2.5h) - Control,Nuclear periphery,6,0.003993794328399197,unnormalised,13_PABPN1,1.277747581099381,1.1490669710233943,1.4208387519408388,0.35360286017848214,0.20046288497068052,0.5067428353862838
Triptolide (2.5h) - Control,Nuclear speckles,6,2.885978173116419e-5,unnormalised,13_PABPN1,0.7291547474395953,0.6902534166453552,0.7702484810544077,-0.4557030667937895,-0.5348019709438314,-0.37660416264374735
Triptolide (2.5h) - Control,Nucleolus,6,1.563953713579069e-4,unnormalised,13_PABPN1,1.6984811591192115,1.500715253478635,1.9223088731829234,0.7642452148046681,0.5856502651899451,0.942840164419391
Triptolide (2.5h) - Control,Nucleoplasm,6,0.1410766522743048,unnormalised,13_PABPN1,0.9167781316554223,0.8291263666937297,1.0136960738966245,-0.12535546367272835,-0.27033609605066156,0.01962516870520489
Triptolide (2.5h) - Control,PML bodies,6,0.02788815239920015,unnormalised,13_PABPN1,0.8927461890952789,0.8265140053975514,0.9642858474742847,-0.1636780245583257,-0.27488882848967716,-0.052467220626974474
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.06554686666232692,relative_to_all,13_PABPN1,0.8688881875247081,0.7727902777464916,0.9769360512938982,-0.2027575584487263,-0.3718511507332837,-0.033663966164169015
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.008967070362052005,relative_to_all,13_PABPN1,1.4990934194011358,1.2378175368917435,1.8155188572743028,0.5840902908956642,0.30779866671526634,0.8603819150760623
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.02099860909336539,relative_to_all,13_PABPN1,1.2599138011898432,1.0992893747624042,1.4440081227672465,0.3333250330506421,0.13657120847241522,0.5300788576288686
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.0014021598397399924,relative_to_all,13_PABPN1,0.7189777880164797,0.6496568208379778,0.7956955781581649,-0.47598089392162973,-0.6222502746238553,-0.3297115132194038
Triptolide (2.5h) - Control,Nucleolus - all,5,0.001098392010362633,relative_to_all,13_PABPN1,1.6747751160632216,1.4412172760213977,1.9461823945988652,0.743967387676828,0.5272878507165115,0.9606469246371445
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.19307079842865907,relative_to_all,13_PABPN1,0.9039824749328692,0.7925095646877309,1.0311349558383527,-0.1456332908005686,-0.33549974784441766,0.04423316624328053
Triptolide (2.5h) - Control,PML bodies - all,5,0.0814574024743778,relative_to_all,13_PABPN1,0.8802859510272049,0.7848019286456631,0.987387170305666,-0.18395585168616602,-0.3495995079121234,-0.01831219546020857
Triptolide (2.5h) - Control,all,6,1.1482703373224396e-5,unnormalised,13_POL2RA_pS5,0.3376034938174417,0.2874636135131171,0.3964888552148622,-1.5665982604897317,-1.7985487403133569,-1.3346477806661066
Triptolide (2.5h) - Control,Cajal bodies,6,3.5772175696665102e-6,unnormalised,13_POL2RA_pS5,0.27455264968285903,0.23470279019232565,0.32116856125191257,-1.8648452602182815,-2.0910931018856576,-1.6385974185509051
Triptolide (2.5h) - Control,Extra-nuclear,6,8.072612907135189e-4,unnormalised,13_POL2RA_pS5,0.5231795582075712,0.42638134601377925,0.6419531545768511,-0.9346219222637164,-1.2297837726488545,-0.6394600718785779
Triptolide (2.5h) - Control,Nuclear periphery,6,1.1952693890766979e-5,unnormalised,13_POL2RA_pS5,0.37245056805648785,0.3214564958487944,0.43153405651149396,-1.424879132271125,-1.6373045905223989,-1.2124536740198513
Triptolide (2.5h) - Control,Nuclear speckles,6,4.721931047984555e-6,unnormalised,13_POL2RA_pS5,0.28478448478494806,0.24273649965848468,0.3341162243351705,-1.8120575452598124,-2.0425370357717094,-1.5815780547479155
Triptolide (2.5h) - Control,Nucleolus,6,2.760787121617233e-4,unnormalised,13_POL2RA_pS5,0.4828335755320584,0.39988026701100515,0.5829951635364293,-1.050402092428728,-1.3223600050065838,-0.7784441798508723
Triptolide (2.5h) - Control,Nucleoplasm,6,1.3822165803418171e-5,unnormalised,13_POL2RA_pS5,0.3166430066280104,0.2656015565129165,0.3774932457579569,-1.6590708784670956,-1.9126644935079244,-1.4054772634262667
Triptolide (2.5h) - Control,PML bodies,6,9.72887467492299e-6,unnormalised,13_POL2RA_pS5,0.33283355373421214,0.2840995641094616,0.38992729481507615,-1.5871272125928022,-1.81553147686783,-1.3587229483177747
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.12941387734506665,relative_to_all,13_POL2RA_pS5,0.813239953705345,0.6504443169897532,1.016780691333322,-0.2982469997285499,-0.6205025383919968,0.0240085389348972
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.021264173609817354,relative_to_all,13_POL2RA_pS5,1.549686445160071,1.1955269899752379,2.008761072272069,0.6319763382260153,0.25764670040829835,1.0063059760437325
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.41571554787074494,relative_to_all,13_POL2RA_pS5,1.1032189384209679,0.8879543279549975,1.370669625422864,0.14171912821860674,-0.17144262160855206,0.45488087804576577
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.19936431548012057,relative_to_all,13_POL2RA_pS5,0.8435472084863689,0.6732058267729275,1.0569900981934888,-0.24545928477008083,-0.5708804312616459,0.07996186172148419
Triptolide (2.5h) - Control,Nucleolus - all,5,0.03611511867612397,relative_to_all,13_POL2RA_pS5,1.4301794394140646,1.1175521808251756,1.8302619457218012,0.5161961680610034,0.16034219539979636,0.8720501407222107
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.6188523591563417,relative_to_all,13_POL2RA_pS5,0.9379138913746976,0.7399509045279521,1.1888389651943423,-0.092472617977364,-0.43449854325897375,0.24955330730424585
Triptolide (2.5h) - Control,PML bodies - all,5,0.9059930982833461,relative_to_all,13_POL2RA_pS5,0.9858711767781382,0.7875907599169514,1.234069807147558,-0.020528952103070482,-0.3444819093718538,0.30342400516571255
Triptolide (2.5h) - Control,all,6,0.00181301472816839,unnormalised,14_PCNA,1.0896268109089446,1.0556436524655304,1.12470395126102,0.12383410725988739,0.07812291463758449,0.16954529988219025
Triptolide (2.5h) - Control,Cajal bodies,6,0.7261614541430721,unnormalised,14_PCNA,1.0061884199519158,0.9735838712337579,1.0398848690481763,0.008900491104488784,-0.038622826880721835,0.056423809089699545
Triptolide (2.5h) - Control,Extra-nuclear,6,8.724328952453372e-4,unnormalised,14_PCNA,1.337175526234268,1.2182790134050483,1.4676756049194226,0.4191888552642095,0.2848445808287377,0.5535331296996815
Triptolide (2.5h) - Control,Nuclear periphery,6,2.291780486928184e-4,unnormalised,14_PCNA,1.2838408601875906,1.2060051991648224,1.3667000402889224,0.36046638279734317,0.27023612680113024,0.4506966387935563
Triptolide (2.5h) - Control,Nuclear speckles,6,0.12622095931938343,unnormalised,14_PCNA,1.0307410660603318,0.9968526851182327,1.0657814952238194,0.043681956732829846,-0.004547775973495351,0.09191168943915501
Triptolide (2.5h) - Control,Nucleolus,6,6.7933289775413415e-6,unnormalised,14_PCNA,1.3871160180175197,1.3270282132343418,1.4499245971200783,0.4720884593403784,0.4081990433988268,0.5359778752819302
Triptolide (2.5h) - Control,Nucleoplasm,6,0.16915187964734474,unnormalised,14_PCNA,1.0311030089984938,0.9922437779317694,1.0714840836611987,0.044188467669957765,-0.011233484349202849,0.09961041968911823
Triptolide (2.5h) - Control,PML bodies,6,0.007553914686288935,unnormalised,14_PCNA,1.0769355491660966,1.0380297043687965,1.117299603447211,0.10693191220268772,0.05384772860175458,0.1600160958036207
Triptolide (2.5h) - Control,Cajal bodies - all,5,1.0181944389713945e-4,relative_to_all,14_PCNA,0.92342480001256,0.9105675520177352,0.936463592831417,-0.11493361615539864,-0.13516204490557474,-0.09470518740522241
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.006354983878936313,relative_to_all,14_PCNA,1.2271866962587155,1.1226671588308144,1.3414369304636735,0.29535474800432204,0.1669302701439185,0.4237792258647259
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.0018022056604809838,relative_to_all,14_PCNA,1.1782390515121746,1.1170923687169232,1.2427327420585912,0.23663227553745572,0.15974848249112408,0.3135160685837874
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.0016884655545954834,relative_to_all,14_PCNA,0.9459578781844661,0.9292775100503999,0.9629376559976418,-0.08015215052705763,-0.1058186020604144,-0.054485698993700905
Triptolide (2.5h) - Control,Nucleolus - all,5,3.2860115169824395e-5,relative_to_all,14_PCNA,1.2730193531677287,1.2308648453366364,1.3166175633981658,0.3482543520804911,0.2996723559186889,0.3968363482422933
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.002651970676306307,relative_to_all,14_PCNA,0.9462900496532096,0.9279530138801946,0.9649894387737663,-0.07964563958992985,-0.1078763373342614,-0.051414941845598264
Triptolide (2.5h) - Control,PML bodies - all,5,0.22036455454497247,relative_to_all,14_PCNA,0.988352652838763,0.972275806621102,1.0046953341029674,-0.016902195057199688,-0.04056247200064417,0.006758081886244733
Triptolide (2.5h) - Control,all,6,0.9248534261762792,unnormalised,15_SON,1.0068884272703156,0.8781548054886221,1.1544938302840333,0.009903827990449407,-0.1874528072632968,0.20726046324419561
Triptolide (2.5h) - Control,Cajal bodies,6,0.36085804570625574,unnormalised,15_SON,1.0649804343391194,0.9400619605301094,1.2064984789785165,0.09082692571757711,-0.08917224532735031,0.2708260967625043
Triptolide (2.5h) - Control,Extra-nuclear,6,0.005281043993440308,unnormalised,15_SON,1.4329482460123526,1.214695201426541,1.6904163886861736,0.5189865045270259,0.28059434958760077,0.7573786594664511
Triptolide (2.5h) - Control,Nuclear periphery,6,0.0025460649273365875,unnormalised,15_SON,1.5217678058026787,1.2892225760436875,1.7962586893909818,0.6057482465076529,0.3665013572869292,0.844995135728377
Triptolide (2.5h) - Control,Nuclear speckles,6,1.846138233236595e-4,unnormalised,15_SON,0.6567139335373218,0.5934858194533587,0.7266781721917033,-0.6066630295789085,-0.7527145358689171,-0.4606115232888998
Triptolide (2.5h) - Control,Nucleolus,6,1.667930684452233e-5,unnormalised,15_SON,3.342711858995111,2.762838101152829,4.044291472455145,1.7410190003292556,1.466151024507524,2.015886976150987
Triptolide (2.5h) - Control,Nucleoplasm,6,0.006138760882536733,unnormalised,15_SON,0.7347498433089379,0.6347929285574941,0.8504463549543353,-0.44467494867654883,-0.6556420379049708,-0.2337078594481271
Triptolide (2.5h) - Control,PML bodies,6,0.0031541844277377883,unnormalised,15_SON,0.7126849746645705,0.6197513109801477,0.8195543343173491,-0.48866358613067873,-0.6902386767922952,-0.28708849546906245
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.5714986858986661,relative_to_all,15_SON,1.0576945821358696,0.8819837915750444,1.268410870773224,0.08092309772712776,-0.1811759516092918,0.3430221470635471
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.02331263491813785,relative_to_all,15_SON,1.423145015080856,1.1485201750406606,1.76343592212282,0.5090826765365766,0.1997761994894248,0.8183891535837283
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.012827226083222855,relative_to_all,15_SON,1.5113569334868673,1.2203387101946934,1.8717752385601245,0.5958444185172036,0.28728162950758784,0.9044072075268195
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.004093516877134653,relative_to_all,15_SON,0.6522211555432013,0.5516776875352533,0.771088708768787,-0.6165668575693578,-0.8581024626730008,-0.3750312524657147
Triptolide (2.5h) - Control,Nucleolus - all,5,1.6118935584452442e-4,relative_to_all,15_SON,3.319843359464599,2.6316250471465543,4.188043408133522,1.7311151723388063,1.3959539491198703,2.0662763955577423
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.025733717814726883,relative_to_all,15_SON,0.7297231981311494,0.5993482116306781,0.8884583878910108,-0.4545787766669982,-0.7385336657764083,-0.17062388755758817
Triptolide (2.5h) - Control,PML bodies - all,5,0.01645867546331946,relative_to_all,15_SON,0.7078092819049142,0.584735290005682,0.8567876577893596,-0.4985674141211281,-0.7741444312601335,-0.2229903969821228
Triptolide (2.5h) - Control,all,6,0.5705064911509123,unnormalised,15_U2SNRNPB,0.9556082121582922,0.8238598492585206,1.1084252448595981,-0.06550884302997802,-0.27952916036344977,0.14851147430349346
Triptolide (2.5h) - Control,Cajal bodies,6,0.13572427462611603,unnormalised,15_U2SNRNPB,0.8787258237588867,0.7585293955625692,1.0179685558106242,-0.1865150027909136,-0.39872300405171845,0.025692998469891454
Triptolide (2.5h) - Control,Extra-nuclear,6,0.4024155485690223,unnormalised,15_U2SNRNPB,1.06307754048201,0.9306001202531878,1.2144140458200297,0.08824683034877899,-0.10376672136552442,0.2802603820630826
Triptolide (2.5h) - Control,Nuclear periphery,6,0.5452425115315034,unnormalised,15_U2SNRNPB,1.0419366869568567,0.9189339156712854,1.1814038432062566,0.05926761524743827,-0.12196697979455907,0.24050221028943536
Triptolide (2.5h) - Control,Nuclear speckles,6,0.01671832327945378,unnormalised,15_U2SNRNPB,0.7685619047376834,0.6568553574252075,0.8992655608830505,-0.379766626693905,-0.6063523774589052,-0.1531808759289048
Triptolide (2.5h) - Control,Nucleolus,6,0.02362890444726058,unnormalised,15_U2SNRNPB,1.2624566730670597,1.0848274140170255,1.4691708844910656,0.3362338760831311,0.11746554152078692,0.5550022106454753
Triptolide (2.5h) - Control,Nucleoplasm,6,0.25111281820254633,unnormalised,15_U2SNRNPB,0.8993318109719256,0.7634937361853181,1.0593377101783175,-0.15307459458298786,-0.3893117738985663,0.08316258473259054
Triptolide (2.5h) - Control,PML bodies,6,0.18628530153407094,unnormalised,15_U2SNRNPB,0.8908973434392283,0.7654580140219535,1.0368930261461877,-0.16666889281871436,-0.3856048479572329,0.05226706231980411
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.4655966774980395,relative_to_all,15_U2SNRNPB,0.9195461200299206,0.7466939176778093,1.1324118850355145,-0.1210061597609355,-0.4214111155170048,0.179398795995134
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.341109366310884,relative_to_all,15_U2SNRNPB,1.1124617044478853,0.9120590334837756,1.3568979621154196,0.153755673378757,-0.13280088830657655,0.44031223506409084
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.42176185313776793,relative_to_all,15_U2SNRNPB,1.090338774510515,0.8982467790326895,1.3235100541983988,0.12477645827741612,-0.15481623792114999,0.40436915447598243
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.10414351491463272,relative_to_all,15_U2SNRNPB,0.8042646504699298,0.6484986301883796,0.9974448640047553,-0.31425778366392704,-0.6248245677851275,-0.0036909995427263226
Triptolide (2.5h) - Control,Nucleolus - all,5,0.04937391919531335,relative_to_all,15_U2SNRNPB,1.3211027877373864,1.0692975288065296,1.632204815544166,0.401742719113109,0.09666333445254016,0.7068221037736782
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.6120597859987784,relative_to_all,15_U2SNRNPB,0.9411093369956886,0.7551806424336515,1.1728144690338498,-0.08756575155300979,-0.40510631035564215,0.22997480724962258
Triptolide (2.5h) - Control,PML bodies - all,5,0.544344502684894,relative_to_all,15_U2SNRNPB,0.9322830550263785,0.7546235828537503,1.1517685299503333,-0.10116004978873634,-0.4061709081576764,0.20385080858020366
Triptolide (2.5h) - Control,all,6,0.09124990146239567,unnormalised,16_H3,1.0947682882157705,1.0022232260210957,1.1958589401695439,0.13062555035948042,0.003203877002244595,0.2580472237167166
Triptolide (2.5h) - Control,Cajal bodies,6,0.23941228279854979,unnormalised,16_H3,0.9398393371095646,0.856271551565015,1.0315629171191478,-0.08951394167780272,-0.2238597001666201,0.04483181681101453
Triptolide (2.5h) - Control,Extra-nuclear,6,0.0012528257453836894,unnormalised,16_H3,1.2303095900330332,1.1457708771952364,1.3210858448702971,0.29902139508063175,0.1963185734291177,0.4017242167321459
Triptolide (2.5h) - Control,Nuclear periphery,6,0.24495082618674602,unnormalised,16_H3,1.055419710859499,0.9722967389246578,1.145648978832031,0.07781683245047923,-0.04053141228975325,0.1961650771907114
Triptolide (2.5h) - Control,Nuclear speckles,6,0.035741034081770914,unnormalised,16_H3,1.133796572879439,1.034895099044989,1.242149730788587,0.18116181345033475,0.04948453800718319,0.31283908889348633
Triptolide (2.5h) - Control,Nucleolus,6,0.009752903157478869,unnormalised,16_H3,1.1993396819005742,1.0900478773781308,1.319589444127134,0.2622403226294123,0.1243915028362093,0.40008914242261495
Triptolide (2.5h) - Control,Nucleoplasm,6,0.16794396718438534,unnormalised,16_H3,1.0709628124420634,0.983004312899624,1.1667917735279887,0.0989083855626134,-0.02473034852979789,0.22254711965502466
Triptolide (2.5h) - Control,PML bodies,6,0.14780648063734225,unnormalised,16_H3,1.0754261091296204,0.98699010717003,1.1717861281444795,0.10490840281359222,-0.018892470599068623,0.22870927622625306
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.059542607171446375,relative_to_all,16_H3,0.8584824270360389,0.7589838553636165,0.9710247093155985,-0.2201394920372833,-0.3978588970392031,-0.042420087035363534
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.0901029221666773,relative_to_all,16_H3,1.1238082097154685,1.0076535101082102,1.2533523473641854,0.16839584472115118,0.010999641632932728,0.32579204780936954
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.5639397703139184,relative_to_all,16_H3,0.9640576204299804,0.8583122240205385,1.0828310135856536,-0.052808717909001456,-0.22042554960049876,0.11480811378249593
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.5979545567332601,relative_to_all,16_H3,1.0356498129181981,0.9166865699891261,1.1700515422738462,0.05053626309085402,-0.12549955759708084,0.22657208377878926
Triptolide (2.5h) - Control,Nucleolus - all,5,0.21244170483779135,relative_to_all,16_H3,1.0955192023832108,0.966652530919135,1.2415653861157125,0.13161477226993162,-0.048930697434712865,0.31216024197457637
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.7297861246674262,relative_to_all,16_H3,0.9782552380901488,0.8694283988612003,1.1007039936863061,-0.03171716479686718,-0.20186087455652602,0.13842654496279178
Triptolide (2.5h) - Control,PML bodies - all,5,0.7787992017126572,relative_to_all,16_H3,0.9823321708398463,0.8731250373903876,1.1051985140078728,-0.02571714754588834,-0.19573982258381492,0.14430552749203812
Triptolide (2.5h) - Control,all,6,0.6468818423385128,unnormalised,17_HDAC3,1.0521414706967658,0.8556856252332725,1.2937013801747206,0.07332870211166322,-0.22484724010931695,0.37150464433264363
Triptolide (2.5h) - Control,Cajal bodies,6,0.9094458319522312,unnormalised,17_HDAC3,0.988877309902126,0.8220198178095988,1.1896043293031258,-0.016136558104989082,-0.2827549190935667,0.2504818028835887
Triptolide (2.5h) - Control,Extra-nuclear,6,0.419936081752478,unnormalised,17_HDAC3,1.119395513654502,0.8671198637539945,1.4450670182609504,0.16271987078315875,-0.2056966609663147,0.5311364025326323
Triptolide (2.5h) - Control,Nuclear periphery,6,0.07954334310923247,unnormalised,17_HDAC3,1.202775298408565,1.0130872226446208,1.427980124638574,0.266367144466686,0.018758389597812217,0.5139758993355599
Triptolide (2.5h) - Control,Nuclear speckles,6,0.9180469537249367,unnormalised,17_HDAC3,1.0105946408199562,0.8336327563083084,1.2251216381860852,0.015204434481750082,-0.26251612768949967,0.2929249966529998
Triptolide (2.5h) - Control,Nucleolus,6,0.14485903059951125,unnormalised,17_HDAC3,1.1887549753122437,0.9710682903636009,1.455241001434087,0.24945137922950233,-0.04235533816715718,0.541258096626162
Triptolide (2.5h) - Control,Nucleoplasm,6,0.9444209385930049,unnormalised,17_HDAC3,0.9923307510988897,0.8062955001474895,1.221289613294827,-0.011107033308801346,-0.3106194242889653,0.2884053576713626
Triptolide (2.5h) - Control,PML bodies,6,0.8471459799447074,unnormalised,17_HDAC3,1.0205164447878465,0.8373865589594478,1.2436954032036955,0.029299430408574946,-0.25603433357792565,0.31463319439507526
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.6783663963709927,relative_to_all,17_HDAC3,0.9398710510358042,0.7129804818226811,1.2389646211869778,-0.08946526021665228,-0.4880655121355223,0.30913499170221753
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.7258649605690386,relative_to_all,17_HDAC3,1.063921102656659,0.7668917909936205,1.475994561386011,0.08939116867149557,-0.3829050681502455,0.5616874054932367
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.37236050882434807,relative_to_all,17_HDAC3,1.1431687961240078,0.8746229989324934,1.4941693712910007,0.19303844235502265,-0.193266809114484,0.5793436938245291
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.7903267845404487,relative_to_all,17_HDAC3,0.9605121259508042,0.7248449584329176,1.2728012154393922,-0.05812426762991313,-0.4642556537186298,0.3480071184588032
Triptolide (2.5h) - Control,Nucleolus - all,5,0.44434260273612813,relative_to_all,17_HDAC3,1.1298432847866053,0.8468808848776864,1.5073499366581589,0.1761226771178391,-0.2397690283770556,0.5920143826127338
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.7105172573410359,relative_to_all,17_HDAC3,0.9431533484197069,0.7043996051285717,1.26283182466143,-0.08443573542046476,-0.5055339944621522,0.3366625236212228
Triptolide (2.5h) - Control,PML bodies - all,5,0.8420771451319424,relative_to_all,17_HDAC3,0.9699422304036964,0.7293682888461747,1.2898667856931074,-0.04402927170308845,-0.4552806187105802,0.3672220753044032
Triptolide (2.5h) - Control,all,6,0.1052623190254973,unnormalised,17_SRSF2,1.4990720003533298,0.9886444759446467,2.2730282896651244,0.5840696775206667,-0.01647628472622003,1.1846156397675534
Triptolide (2.5h) - Control,Cajal bodies,6,0.2679141076614626,unnormalised,17_SRSF2,1.273715682941365,0.8637688345001575,1.8782243305983644,0.3490432771331869,-0.2112828310435141,0.9093693853098879
Triptolide (2.5h) - Control,Extra-nuclear,6,0.0031080621351304914,unnormalised,17_SRSF2,1.676034114473199,1.3553255421779409,2.072631456767126,0.7450515143597092,0.4386394210820832,1.0514636076373352
Triptolide (2.5h) - Control,Nuclear periphery,6,0.006644552648893002,unnormalised,17_SRSF2,2.0291452954797995,1.442071316875449,2.8552198369003565,1.0208721719271259,0.5281425140644164,1.513601829789835
Triptolide (2.5h) - Control,Nuclear speckles,6,0.5057469546969484,unnormalised,17_SRSF2,1.1569814930156606,0.7725302743980771,1.7327556207732213,0.21036578739434653,-0.37233662352970914,0.7930681983184023
Triptolide (2.5h) - Control,Nucleolus,6,0.0012406789860844136,unnormalised,17_SRSF2,3.2299518131936775,2.1608994199790437,4.827891857944179,1.691512641889763,1.1116319228802465,2.271393360899279
Triptolide (2.5h) - Control,Nucleoplasm,6,0.6904156198402103,unnormalised,17_SRSF2,1.1000942371170097,0.7034313140455891,1.7204342575793015,0.13762711429361899,-0.507518535282797,0.782772763870035
Triptolide (2.5h) - Control,PML bodies,6,0.6053801309523477,unnormalised,17_SRSF2,1.1266854300240476,0.73370057168376,1.7301609228888801,0.17208477203828984,-0.44673668561007474,0.7909062296866544
Triptolide (2.5h) - Control,Cajal bodies - all,5,0.598246142709877,relative_to_all,17_SRSF2,0.849669450594202,0.4815042975109781,1.499339006951632,-0.23502640038747977,-1.0543794204528787,0.5843266196779193
Triptolide (2.5h) - Control,(Extra-nuclear) - all,5,0.6592229992832812,relative_to_all,17_SRSF2,1.1180477749422038,0.7009289240689948,1.7833917022522074,0.1609818368390423,-0.5126599360893562,0.8346236097674409
Triptolide (2.5h) - Control,Nuclear periphery - all,5,0.31988940053770515,relative_to_all,17_SRSF2,1.3536009577935764,0.7907523702031776,2.317078799863614,0.43680249440645924,-0.3387021198004059,1.212307108613324
Triptolide (2.5h) - Control,Nuclear speckles - all,5,0.4206389021112735,relative_to_all,17_SRSF2,0.7717984811556492,0.43259435594201523,1.3769779640722146,-0.37370389012632005,-1.2089132523049546,0.46150547205231474
Triptolide (2.5h) - Control,Nucleolus - all,5,0.04794578577102488,relative_to_all,17_SRSF2,2.154634208652007,1.209398830600526,3.838641526375758,1.1074429643690964,0.2742900891230738,1.940595839615119
Triptolide (2.5h) - Control,Nucleoplasm - all,5,0.36542123487144623,relative_to_all,17_SRSF2,0.7338501665415128,0.3989130150044836,1.3500087655123338,-0.44644256322704773,-1.3258539010784387,0.4329687746243433
Triptolide (2.5h) - Control,PML bodies - all,5,0.39086208460107186,relative_to_all,17_SRSF2,0.7515886026545017,0.41409741931650745,1.3641365564956274,-0.41198490548237676,-1.2719578831259082,0.4479880721611546
Triptolide (2.5h) - Control,all,6,0.005711111742534693,unnormalised,18_NONO,0.7659479206063724,0.6762516317742389,0.8675412960439005,-0.38468179312510903,-0.5643679247652669,-0.20499566148495113
Triptolide (2.5h) - Control,Cajal bodies,6,0.329607299730859,unnormalised,18_NONO,0.9341304128661584,0.823627988005675,1.0594584459840952,-0.0983041179061283,-0.27993523933325704,0.08332700352100039
Triptolide (2.5h) - Control,Extra-nuclear,6,4.247847598174393e-5,unnormalised,18_NONO,0.46644061262525577,0.40486331834665557,0.5373834458372366,-1.1002346865328816,-1.3044931578168368,-0.8959762152489263
Triptolide (2.5h) - Control,Nuclear periphery,6,1.8205399301942456e-5,unnormalised,18_NONO,0.5157403891959765,0.4638098464824528,0.5734853433261046,-0.9552830630964826,-1.108394646786551,-0.8021714794064143
Triptolide (2.5h) - Control,Nuclear speckles,6,0.14394973586100906,unnormalised,18_NONO,0.8961540580064704,0.7885542821930182,1.0184360339126124,-0.15818132731812057,-0.3427180247730529,0.026355370136811787
Triptolide (2.5h) - Control,Nucleolus,6,2.1806773613001083e-4,unnormalised,18_NONO,1.666671604306798,1.4682970978215901,1.8918475291709116,0.7369698682652337,0.5541439151749417,0.9197958213555256
